company_name,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18
C_8649,19.923,42.966,1.448,9.865,0.103,2.041,15.947,63.4037,86.699,46.764,14.775,8.417,43.733,19.072,-23.098,86.699,33.847,76.834
C_7662,123.206,51.417,52.124,167.923,2.402,53.768,2.153,1298.7147,247.784,1229.23,612.6,115.799,196.367,110.257,-28.392,247.784,752.95,79.861
C_7987,122.501,60.148,82.379,25.353,14.274,-6.516,19.327,925.5077,130.113,1045.482,367.279,-57.026,69.965,159.68,-1578.564,130.113,686.537,104.76
C_3817,9.421,1.044,0.0,-0.865,0.0,-0.666,0.0,15.5664,0.179,9.421,0.0,-0.865,-0.865,0.157,-109.162,0.179,0.157,1.044
C_2034,82.896,20.455,1.888,14.25,9.998,8.461,11.262,200.5773,82.363,105.935,0.0,12.362,61.908,10.015,35.976,82.363,10.015,68.113
C_5187,26.676,200.347,12.355,20.611,1.158,4.282,17.807,49.91,228.762,101.565,28.006,8.256,28.415,24.687,20.34,228.762,69.646,208.151
C_8511,2.908,5.569,0.114,-2.205,0.0,-9.239,0.673,42.7943,6.373,4.39,0.0,-2.319,0.804,1.356,-13.597,6.373,6.748,8.578
C_5885,331.743,249.061,42.277,96.951,108.585,40.883,143.814,1785.9274,493.184,1064.48,195.0,54.674,244.123,71.68,181.259,493.184,292.589,396.233
C_4110,5.196,7.664,0.082,0.755,1.671,-1.594,3.044,6.0603,14.614,5.509,9.32,0.673,6.95,1.838,-110.235,14.614,11.158,13.859
C_5996,57.351,27.112,5.574,8.629,0.0,4.307,33.057,63.8417,60.93,99.774,0.331,3.055,33.818,22.507,-62.381,60.93,22.838,52.301
C_3847,0.112,0.0,0.0,-0.351,0.004,-0.817,0.0,1.7053,0.001,0.125,0.0,-0.351,0.001,0.996,-5.997,0.001,0.996,0.352
C_1733,785.1,2333.2,506.9,1201.3,211.8,522.3,350.4,9973.6618,3534.5,15426.0,5246.3,694.4,1201.3,1644.1,2547.6,3534.5,10640.3,2333.2
C_4067,364.095,14.458,7.485,63.131,0.433,36.046,43.172,489.9441,302.913,486.957,150.0,55.646,288.455,123.052,63.73,302.913,275.966,239.782
C_3937,6.395,11.884,0.112,-0.144,0.239,-0.709,5.625,1013.84,13.438,7.518,0.0,-0.256,1.554,8.623,-1.191,13.438,8.623,13.582
C_5656,5.326,4.723,0.801,-1.564,0.076,-2.79,2.553,18.9282,16.528,10.272,0.961,-2.365,11.805,7.524,-34.536,16.528,9.476,18.092
C_5152,1687.944,4527.921,70.489,273.043,1339.923,139.062,203.535,1285.0448,5506.19,3201.35,488.701,202.554,978.269,1493.295,942.287,5506.19,2134.422,5233.147
C_4756,26.323,49.798,2.712,-5.502,3.49,-12.327,14.122,16.6095,64.689,59.637,10.48,-8.214,14.891,14.222,7.941,64.689,28.639,70.191
C_1293,159.851,207.909,43.132,72.759,0.12,24.494,104.383,1091.2235,529.173,532.895,11.0,29.627,321.264,128.232,110.39,529.173,156.949,456.414
C_1914,10.395,18.467,1.145,-0.72,3.942,-2.706,3.641,5.0252,24.617,13.32,0.0,-1.865,6.15,7.145,5.641,24.617,7.145,25.337
C_6887,278.81,760.594,17.606,27.454,98.827,-20.728,115.521,183.784,852.557,331.407,18.003,9.848,91.963,171.896,-157.4,852.557,195.159,825.103
C_6921,68.091,16.208,7.934,-29.515,0.0,-58.852,5.766,30.6356,33.623,69.592,0.0,-37.449,17.415,16.056,-202.885,33.623,18.487,63.138
C_6483,61.171,53.715,30.834,-75.545,0.0,-279.519,4.806,36.7926,47.245,124.17,6.581,-106.379,-6.47,102.475,-334.009,47.245,109.056,122.79
C_1093,142.846,200.441,39.902,88.289,0.0,-6.639,50.977,606.8964,387.558,749.667,239.255,48.387,187.117,156.521,74.567,387.558,427.167,299.269
C_2646,6.887,16.037,0.328,-16.035,0.0,-23.55,0.0,45.3128,0.002,37.864,1.564,-16.363,-16.035,7.417,-45.829,0.002,20.32,16.037
C_1817,4.621,10.986,0.383,-1.096,2.198,-1.511,1.774,8.4068,12.672,10.34,4.411,-1.479,1.686,5.616,-10.913,12.672,10.928,13.768
C_8395,176.0,195.1,79.2,204.0,0.0,62.7,36.5,1496.1523,565.1,970.6,0.0,124.8,370.0,104.0,463.1,565.1,447.2,361.1
C_1251,473.527,1102.035,51.529,-116.295,347.584,-198.833,21.189,115.5789,1552.938,656.29,245.624,-167.824,450.903,269.465,526.558,1552.938,566.761,1669.233
C_883,1546.166,1438.076,108.68,432.12,525.466,200.18,401.29,2931.0914,2367.853,2925.737,591.505,323.44,929.777,886.531,580.358,2367.853,1695.41,1935.733
C_2382,0.174,1.019,0.037,-0.848,0.0,-0.874,0.001,4.7805,0.171,0.787,0.01,-0.885,-0.848,0.507,-17.743,0.171,0.635,1.019
C_7073,9.445,17.005,1.094,1.685,3.81,0.236,0.016,9.8449,29.872,23.267,7.726,0.591,12.867,2.163,3.713,29.872,10.509,28.187
C_623,1087.732,2047.495,145.126,444.822,355.563,171.208,512.261,2447.3599,3041.002,4175.271,2141.532,299.696,993.507,546.123,1005.094,3041.002,3023.103,2596.18
C_3393,214.63,92.632,5.204,48.464,0.0,33.966,12.354,568.4447,141.096,269.532,0.0,43.26,48.464,59.06,119.991,141.096,66.011,92.632
C_266,8.432,9.827,0.7,-7.759,0.498,-8.195,0.637,18.7174,2.068,15.742,2.607,-8.459,-7.759,3.18,-132.042,2.068,5.937,9.827
C_273,24553.0,129206.0,1020.0,3007.0,12308.0,256.0,7826.0,15088.47,136809.0,39951.0,8012.0,1987.0,7603.0,22893.0,4553.0,136809.0,33880.0,133802.0
C_744,19.648,40.858,3.61,-6.216,1.004,-15.972,16.762,11.2479,56.158,40.2,0.0,-9.826,15.3,46.788,-185.324,56.158,47.056,62.374
C_8167,349.032,179.774,57.549,137.893,0.0,17.28,132.951,911.3326,932.007,1175.969,421.879,80.344,752.233,607.001,-990.593,932.007,1104.871,794.114
C_7678,0.603,0.665,0.134,-1.262,0.0,-0.725,0.412,2.0819,0.581,2.807,0.175,-1.396,-0.084,0.903,-6.917,0.581,1.109,1.843
C_6356,20.105,50.15,27.451,-14.717,0.0,-64.347,15.474,5.0597,78.453,82.741,31.624,-42.168,28.303,41.711,-146.769,78.453,83.611,93.17
C_2797,0.053,0.076,0.007,-0.68,0.005,-0.353,0.0,35.4827,0.094,0.105,0.0,-0.687,0.018,0.938,-2.158,0.094,0.938,0.774
C_2794,112.904,94.143,1.838,23.55,0.0,-67.965,81.647,330.594,252.79,118.885,0.214,21.712,158.647,238.508,-373.939,252.79,270.473,229.24
C_132,2298.0,5066.6,176.9,964.9,651.4,467.4,1216.7,7610.7569,7159.0,5177.5,1771.6,788.0,2092.4,1994.0,2182.9,7159.0,4222.4,6194.1
C_5707,139.007,413.143,1.193,9.711,60.259,4.051,71.376,108.031,537.456,145.692,11.055,8.518,124.313,53.184,-19.348,537.456,64.532,527.745
C_6117,682.693,1432.741,74.346,372.041,531.947,150.639,95.086,2782.3459,2510.386,1806.034,833.197,297.695,1077.645,918.172,-379.143,2510.386,1828.996,2138.345
C_8121,295.1,755.5,44.2,125.5,87.0,23.5,103.8,410.885,904.4,855.5,403.4,81.3,148.9,167.8,60.2,904.4,657.2,778.9
C_1265,2.756,1.613,2.618,-5.147,0.0,-15.081,0.817,4.855,8.453,5.238,0.0,-7.765,6.84,6.14,-84.851,8.453,6.349,13.6
C_8544,9.504,7.106,0.376,-2.606,1.865,-13.163,0.084,6.6624,14.647,15.173,1.128,-2.982,7.541,5.618,-25.734,14.647,6.746,17.253
C_3968,31.283,32.657,1.009,-6.049,16.446,-6.301,10.244,6.9438,45.124,33.78,1.126,-7.058,12.467,12.888,-5.024,45.124,14.014,51.173
C_1754,5.656,0.403,0.894,-7.853,0.0,-9.961,0.033,18.1854,1.987,7.085,8.079,-8.747,1.584,6.217,-97.073,1.987,14.296,9.84
C_5803,121.345,1.788,3.372,-26.793,0.0,-43.391,5.373,1630.23,11.834,142.719,0.57,-30.165,10.046,5.834,-68.682,11.834,6.505,38.627
C_1595,5.612,10.376,0.952,-3.094,2.201,-4.694,2.271,1.6675,14.399,11.466,1.446,-4.046,4.023,14.076,-38.076,14.399,19.23,17.493
C_871,1863.1,1701.7,371.1,1006.5,274.4,-106.2,331.7,6953.0074,2708.2,12457.9,3312.6,635.4,1006.5,1448.8,735.7,2708.2,7493.1,1701.7
C_1184,17.379,16.406,0.105,1.761,10.127,2.225,2.401,19.646,24.658,19.666,0.0,1.656,8.252,2.655,-0.746,24.658,2.655,22.897
C_7709,2849.3,5904.9,231.0,1080.6,1012.6,617.0,1027.8,7602.7556,7222.0,5685.9,1864.0,849.6,1317.1,1582.1,2516.6,7222.0,4447.8,6141.4
C_6051,12.657,47.492,7.649,-26.587,0.0,-34.002,4.889,11.8078,20.905,29.874,9.461,-34.236,-26.587,13.319,-100.474,20.905,23.619,47.492
C_7782,59.264,72.368,11.009,29.323,0.0,-48.144,21.359,106.7223,162.536,165.674,77.404,18.314,90.168,14.174,-152.4,162.536,96.944,133.213
C_8085,24.159,66.636,14.291,7.012,2.924,-10.546,8.636,12.6639,86.747,203.076,6.892,-7.279,20.111,29.634,115.391,86.747,36.526,79.735
C_3554,159.915,26.607,12.915,7.999,3.117,-7.548,16.028,77.6326,88.952,361.1,107.229,-4.916,62.345,148.472,-284.549,88.952,258.582,80.953
C_4408,30.262,162.114,1.77,4.268,16.058,2.42,10.69,6.1328,172.648,42.273,17.441,2.498,10.534,24.9,-4.945,172.648,44.457,168.38
C_2374,0.511,0.144,1.071,-3.721,0.0,-6.296,0.008,3.9964,0.356,4.129,7.392,-4.792,0.212,1.165,-27.78,0.356,10.027,4.077
C_5020,0.033,0.019,0.001,-0.731,0.0,-1.277,0.011,5.5473,0.109,0.04,0.0,-0.732,0.09,7.612,-74.101,0.109,7.612,0.84
C_523,0.228,0.256,0.003,0.057,0.132,0.034,0.022,0.138,0.567,0.234,0.0,0.054,0.311,0.653,-3.84,0.567,0.713,0.51
C_804,173.079,165.641,13.04,49.665,52.931,25.098,75.164,986.7644,313.494,443.338,63.369,36.625,147.853,42.807,107.617,313.494,131.326,263.829
C_2105,321.195,430.896,46.667,92.175,129.248,21.101,133.465,1084.7238,619.811,854.584,228.5,45.508,188.915,124.759,387.557,619.811,430.163,527.636
C_70,9.946,5.483,6.745,10.237,0.0,1.023,6.878,13.5993,19.714,57.502,13.64,3.492,14.231,9.474,7.896,19.714,26.454,9.477
C_267,9.933,38.282,3.531,-18.712,4.1,-18.988,3.805,54.0506,23.043,65.35,2.688,-22.243,-15.239,42.663,-94.59,23.043,59.219,41.755
C_7954,495.248,1120.608,129.351,372.81,19.516,161.802,36.014,1621.8603,1667.447,2498.668,1119.446,243.459,546.839,513.996,1024.4,1667.447,1808.347,1294.637
C_8106,2.308,11.209,0.021,-10.457,0.0,-10.814,0.22,10.836,0.752,2.378,0.0,-10.478,-10.457,0.768,-18.793,0.752,0.768,11.209
C_2373,222.625,110.018,183.861,443.391,0.0,300.36,131.72,1477.0137,587.624,3979.173,1189.473,259.53,477.606,314.916,-34.361,587.624,1533.965,144.233
C_2224,593.049,561.03,78.235,231.213,85.904,82.891,283.237,2014.3664,982.479,1417.992,523.707,152.978,421.449,189.306,431.257,982.479,809.712,751.266
C_1778,101.451,757.001,43.254,108.868,4.705,42.442,1.196,415.45,936.854,477.635,41.465,65.614,179.853,100.656,194.816,936.854,170.987,827.986
C_8046,45.307,103.128,41.478,62.622,0.0,0.408,13.93,702.0348,205.438,400.38,186.614,21.144,102.31,52.826,-223.799,205.438,267.552,142.816
C_7965,55.746,41.562,3.146,-23.559,0.0,-29.183,3.428,78.4707,18.003,65.38,6.975,-26.705,-23.559,15.216,-121.658,18.003,50.286,41.562
C_1215,385.167,1826.356,55.052,233.467,272.898,119.832,82.499,696.6345,2263.061,1231.231,621.751,178.415,436.705,157.755,222.194,2263.061,822.477,2029.594
C_5688,108.288,141.118,3.972,13.275,11.342,8.055,43.328,268.6343,217.665,120.232,0.0,9.303,76.547,54.794,-274.358,217.665,57.702,204.39
C_8946,11.916,56.286,23.13,-13.009,0.0,-46.982,7.258,94.25,55.509,249.506,84.18,-36.139,-0.777,21.029,-54.835,55.509,126.659,68.518
C_3115,591.54,1477.984,202.705,369.409,232.453,33.906,214.518,1384.5716,2101.002,3857.641,1841.064,166.704,623.018,260.657,132.42,2101.002,2515.496,1731.593
C_2509,37.564,5.879,0.338,4.0,3.509,3.266,3.045,223.1204,19.742,45.467,0.0,3.662,13.863,1.939,-71.031,19.742,2.319,15.742
C_8041,72.397,73.545,7.515,-2.558,10.377,-12.825,31.211,32.6516,136.42,105.409,17.062,-10.073,62.875,49.313,-228.797,136.42,68.428,138.978
C_2771,180.149,64.842,1.247,-54.337,0.0,-56.024,16.571,294.1469,10.505,192.547,0.0,-55.584,-54.337,8.749,-116.652,10.505,24.807,64.842
C_8598,48.255,207.931,42.314,59.614,0.0,-86.713,40.916,28.4861,297.52,601.653,460.947,17.3,89.589,39.693,-92.69,297.52,512.36,237.906
C_7122,4.671,28.588,13.275,-12.594,0.961,-36.193,0.539,6.8399,35.708,9.46,0.026,-25.869,7.12,6.174,-59.496,35.708,6.2,48.302
C_6779,10.398,9.002,8.13,0.602,0.0,9.114,2.026,13.9511,15.849,124.971,0.0,-7.528,6.847,83.396,-78.053,15.849,126.654,15.247
C_3642,219.557,113.23,10.816,50.348,39.229,16.251,63.775,448.8226,234.275,294.996,0.888,39.532,121.045,43.896,168.305,234.275,49.628,183.927
C_7967,22.026,20.706,0.267,-18.249,0.0,-19.93,0.543,81.09,2.457,22.651,3.008,-18.516,-18.249,8.53,-84.134,2.457,17.267,20.706
C_4534,67.595,43.319,13.533,39.297,0.0,24.696,29.752,166.5896,164.766,243.059,80.174,25.764,121.447,56.026,-36.564,164.766,143.954,125.469
C_554,118.758,70.26,20.215,14.425,28.751,-16.026,32.804,279.1338,151.878,255.373,1.285,-5.79,81.618,36.117,-314.663,151.878,40.824,137.453
C_2091,0.048,0.643,0.005,-0.093,0.0,-0.425,0.022,0.2742,0.55,1.111,0.0,-0.098,-0.093,0.54,-6.068,0.55,1.126,0.643
C_6689,16.347,12.494,0.717,3.142,10.877,0.878,4.687,41.2529,19.319,24.674,0.007,2.425,6.825,11.813,-38.51,19.319,12.284,16.177
C_2589,613.78,449.694,7.172,-355.307,0.869,-346.028,10.442,2684.4781,94.387,858.457,0.0,-362.479,-355.307,93.503,-1106.804,94.387,170.92,449.694
C_6063,663.9,1015.9,48.9,189.5,248.0,85.0,279.7,1509.0438,1476.9,1473.4,187.7,140.6,461.0,296.6,592.6,1476.9,647.9,1287.4
C_7002,71.83,53.199,2.246,-30.492,0.0,-28.658,1.301,153.3312,22.707,77.867,0.699,-32.738,-30.492,17.608,-188.935,22.707,18.307,53.199
C_1051,268.231,1093.396,144.614,530.115,17.636,257.146,221.946,3050.005,1667.25,1519.765,300.342,385.501,573.854,304.139,556.236,1667.25,899.579,1137.135
C_1694,346.923,948.386,183.676,448.507,63.881,136.429,165.824,2790.4262,1396.893,5782.576,1807.076,264.831,448.507,639.584,636.729,1396.893,4008.531,948.386
C_8074,1.068,1.421,0.142,-3.695,0.793,-5.147,0.078,2.0493,1.704,2.326,3.997,-3.837,0.283,8.312,-61.26,1.704,12.309,5.399
C_595,19.025,83.303,2.803,10.247,3.223,3.677,0.474,52.052,113.497,67.265,12.613,7.444,30.194,13.31,34.61,113.497,25.923,103.25
C_1971,2.901,8.443,0.304,-7.444,0.691,-2.669,1.231,19.4513,5.447,5.102,18.394,-7.748,-2.996,8.552,-84.129,5.447,27.605,12.891
C_8806,2.908,8.352,0.796,-1.951,0.509,-4.817,1.643,18.299,12.296,8.039,13.918,-2.747,3.944,2.742,-51.483,12.296,16.66,14.247
C_2329,107.586,57.72,92.764,283.764,0.0,105.86,75.06,1217.7574,354.977,796.242,291.058,191.0,297.257,154.493,48.802,354.977,502.595,71.213
C_533,267.369,266.942,18.045,-34.396,68.499,-306.072,39.153,62.8551,232.546,388.478,263.384,-52.441,-34.396,70.497,-1081.189,232.546,363.429,266.942
C_24,15.73,18.64,0.545,2.323,8.195,2.522,5.453,15.4674,31.021,23.324,4.414,1.778,12.381,6.646,7.008,31.021,11.284,28.698
C_5430,11.064,12.793,1.73,-0.39,0.0,-1.909,6.584,9.78,25.173,20.265,0.0,-2.12,12.38,8.963,-17.543,25.173,9.959,25.563
C_4995,1193.8,899.9,174.6,216.8,523.2,-294.2,431.3,1360.8394,2576.0,3016.8,2727.7,42.2,1676.1,1120.4,-2089.2,2576.0,4073.6,2359.2
C_526,47.064,13.973,0.008,-3.874,3.164,-6.851,1.947,33.2865,15.022,47.757,0.0,-3.882,1.049,1.103,-9.265,15.022,3.974,18.896
C_6526,11.796,125.388,37.127,-86.622,0.0,-272.183,3.266,93.8246,38.766,45.866,0.0,-123.749,-86.622,15.877,-423.735,38.766,21.41,125.388
C_1100,352.262,243.382,6.219,56.649,93.988,39.94,59.585,816.2185,323.317,413.618,0.0,50.43,79.935,47.495,362.73,323.317,47.495,266.668
C_3643,95.777,12.769,1.874,-6.585,0.0,-14.097,3.804,85.455,31.739,100.779,0.0,-8.459,18.97,9.847,-74.472,31.739,9.847,38.324
C_4804,14.904,5.576,0.689,3.446,2.916,2.724,3.0,59.4437,18.924,19.95,0.0,2.757,13.348,3.6,-36.722,18.924,3.6,15.478
C_3365,56.226,19.96,6.544,17.684,1.045,7.545,12.773,120.2456,64.601,93.194,0.0,11.14,44.641,24.528,29.054,64.601,29.063,46.917
C_3933,434.36,72.605,10.849,-34.667,0.0,-55.524,95.274,5257.1668,260.366,740.064,0.0,-45.516,187.761,401.859,-254.522,260.366,426.783,295.033
C_6439,163.148,57.328,27.488,83.496,0.0,53.161,44.911,1564.3668,261.327,544.409,115.46,56.008,203.999,50.487,-613.113,261.327,166.273,177.831
C_6658,0.531,6.767,0.213,-2.701,0.0,-4.085,0.414,122.232,6.905,6.875,0.0,-2.914,0.138,7.615,-17.195,6.905,7.615,9.606
C_8930,168.032,162.81,21.235,47.475,48.916,16.335,39.401,782.8207,344.285,705.472,86.621,26.24,181.475,57.301,4.177,344.285,162.877,296.81
C_7120,558.155,154.37,10.615,37.456,33.763,29.205,144.539,2572.9813,420.068,719.54,0.036,26.841,265.698,166.011,169.87,420.068,252.216,382.612
C_3182,201.266,94.901,6.537,40.977,19.778,19.159,37.371,692.732,200.524,330.944,0.486,34.44,105.623,17.826,257.659,200.524,18.312,159.547
C_7936,149.556,5.212,4.5,-4.523,0.0,0.131,3.532,185.0992,70.606,207.598,0.0,-9.023,65.394,15.602,6.824,70.606,22.423,75.129
C_6033,12.146,10.624,0.624,2.255,5.552,-0.787,4.524,61.8356,27.976,35.186,16.999,1.631,17.352,3.345,-60.159,27.976,20.434,25.721
C_6599,96.211,12.929,6.97,-16.421,3.874,-34.644,3.715,70.6101,38.362,122.081,0.368,-23.391,25.433,15.594,-34.434,38.362,15.962,54.783
C_696,10.356,27.757,0.811,2.061,2.588,0.903,6.794,1.0157,34.048,14.431,1.141,1.25,6.291,9.561,-6.03,34.048,10.742,31.987
C_3346,532.736,128.735,35.602,-30.283,0.0,-97.084,43.571,3495.4781,417.907,1528.876,414.683,-65.885,289.172,62.439,-421.731,417.907,515.757,448.19
C_4170,50.151,37.988,1.47,-10.596,6.576,-94.528,22.189,152.959,70.984,133.909,0.0,-12.066,32.996,54.905,-240.304,70.984,62.958,81.58
C_8705,5.503,1.944,0.572,-13.506,2.95,-14.164,0.244,39.8529,3.699,9.796,0.039,-14.078,1.755,1.434,-53.682,3.699,1.728,17.205
C_5391,1.182,0.146,0.03,-0.131,0.0,-0.031,0.211,2.2304,3.153,1.201,0.0,-0.161,3.007,1.899,-80.489,3.153,2.39,3.284
C_2020,4.883,15.313,0.277,0.537,0.0,-0.156,3.655,1.5119,15.85,8.344,4.555,0.26,0.537,2.781,-3.059,15.85,7.336,15.313
C_7239,15.268,25.643,7.38,12.217,0.203,-1.954,7.861,85.5354,59.587,124.981,63.269,4.837,33.944,30.749,-29.262,59.587,96.706,47.37
C_6660,51.797,51.709,16.319,14.68,7.316,-0.445,18.498,192.6112,109.764,142.023,0.977,-1.639,58.055,16.238,-100.04,109.764,24.7,95.084
C_7916,655.002,115.543,12.06,56.49,0.0,3.561,176.836,2950.9787,710.957,822.453,0.0,44.43,595.414,326.346,-497.058,710.957,431.15,654.467
C_8943,7036.578,2515.162,150.163,472.275,860.36,146.947,5804.44,4010.7921,4365.197,8970.824,3138.085,322.112,1850.035,2689.77,1752.887,4365.197,6959.225,3892.922
C_7347,32.015,30.825,0.446,9.646,7.812,5.125,15.574,36.6919,47.589,41.756,1.32,9.2,16.764,15.198,18.354,47.589,16.518,37.943
C_6518,25.024,0.691,8.802,-15.765,0.0,-23.86,9.577,144.0176,49.173,100.39,10.0,-24.567,48.482,10.638,-59.996,49.173,20.638,64.938
C_8736,0.051,0.079,0.003,-0.085,0.0,-0.087,0.0,27.5261,0.09,0.147,0.0,-0.088,0.011,0.21,-0.171,0.09,0.21,0.175
C_8963,139.581,255.566,37.826,111.496,1.179,62.797,74.413,541.7888,443.8,531.795,273.822,73.67,188.234,113.982,-48.021,443.8,406.744,332.304
C_8850,235.382,313.998,162.18,411.852,9.148,548.974,100.645,2573.1478,822.162,2023.289,791.855,249.672,508.164,277.419,-1669.108,822.162,1257.71,410.31
C_4829,151.211,99.712,21.2,109.57,0.0,50.212,61.87,1591.0126,396.82,434.869,200.0,88.37,297.108,273.18,-126.761,396.82,499.656,287.25
C_3719,18.148,28.605,1.426,2.923,1.164,1.021,9.104,21.675,39.988,26.267,2.408,1.497,11.383,5.787,-2.183,39.988,8.195,37.065
C_1960,209.729,423.289,123.8,112.689,0.0,-82.961,142.358,0.9583,595.824,392.896,64.828,-11.111,172.535,515.937,-514.383,595.824,593.53,483.135
C_6571,328.356,201.448,25.102,74.973,0.0,28.23,92.118,743.7139,451.791,677.982,391.422,49.871,250.343,122.452,-214.539,451.791,530.326,376.818
C_5163,356.276,210.535,94.119,61.345,12.023,-72.949,104.965,374.2346,353.794,795.372,184.302,-32.774,143.259,246.474,-29.045,353.794,441.321,292.449
C_5753,456.557,1546.727,6.591,87.694,112.616,44.626,244.73,953.4536,1739.618,669.393,0.0,81.103,192.891,241.165,232.299,1739.618,250.879,1651.924
C_2952,35.247,46.36,0.597,-45.659,0.0,-52.188,0.13,75.328,0.701,72.264,0.0,-46.256,-45.659,33.281,-138.782,0.701,35.896,46.36
C_118,374.171,588.16,34.4,99.063,138.685,46.803,182.308,992.1253,803.256,774.64,232.112,64.663,215.096,128.092,363.238,803.256,388.015,704.193
C_7570,23.734,19.798,2.588,-6.509,16.364,-25.636,4.408,3.073,19.289,91.992,0.0,-9.097,-0.509,152.827,-123.187,19.289,152.827,25.798
C_6973,4.85,1.475,0.105,-6.118,0.016,-6.429,1.76,21.1858,7.949,5.163,3.0,-6.223,6.474,14.695,-118.085,7.949,18.1,14.067
C_8466,9.891,5.922,0.647,4.759,0.448,2.291,8.416,62.656,12.24,23.85,0.0,4.112,6.318,10.039,6.749,12.24,10.203,7.481
C_135,1762.0,2164.8,102.5,349.1,542.0,-19.5,418.9,672.448,5402.9,3010.0,1581.6,246.6,3238.1,1496.5,1203.9,5402.9,3414.7,5053.8
C_7766,295.832,5569.652,61.368,161.288,126.521,14.331,139.146,1404.1056,6213.815,1374.605,375.334,99.92,644.163,254.693,135.255,6213.815,749.095,6052.527
C_4241,34.373,77.925,0.579,3.592,25.05,1.044,7.055,3.9591,95.232,37.88,12.364,3.013,17.307,10.466,0.502,95.232,23.231,91.64
C_3261,125.623,62.674,57.751,40.032,14.13,-71.171,70.16,72.6029,180.045,244.749,119.513,-17.719,117.371,105.518,-946.534,180.045,236.925,140.013
C_919,216.526,335.305,1.645,3.281,108.997,7.198,94.057,75.1023,369.671,244.43,35.571,1.636,34.366,107.88,34.191,369.671,143.451,366.39
C_5729,33.496,7.48,1.314,7.472,1.563,4.694,5.315,49.4033,38.095,37.085,0.0,6.158,30.615,5.954,15.327,38.095,5.954,30.623
C_2540,144.824,41.474,16.081,54.464,0.0,-10.906,31.81,474.0184,141.31,501.267,203.957,38.383,99.836,39.918,20.65,141.31,267.868,86.846
C_5573,3594.8,2419.8,267.2,992.1,817.8,430.9,607.1,10128.008,6313.0,5942.8,901.7,724.9,3893.2,1200.1,5875.7,6313.0,2655.6,5320.9
C_1982,7.605,15.916,1.121,-26.39,5.98,-16.29,1.11,28.33,14.378,17.777,22.885,-27.511,-1.538,10.644,-75.559,14.378,33.725,40.768
C_8234,61.955,8.328,1.941,-15.014,4.894,-21.119,12.034,100.116,66.518,71.667,0.028,-16.955,58.19,8.018,-98.052,66.518,8.046,81.532
C_5883,52.773,70.097,4.276,-0.066,31.39,-10.609,14.927,22.4312,82.887,98.583,63.856,-4.342,12.79,34.362,-40.237,82.887,102.843,82.953
C_3695,56.941,36.464,34.305,55.963,0.0,-6.637,29.687,48.2347,108.287,164.298,309.361,21.658,71.823,62.84,-562.206,108.287,413.233,52.324
C_2157,113.158,284.959,65.533,124.202,0.0,0.493,77.496,103.8048,505.549,659.864,528.093,58.669,220.59,106.363,-197.89,505.549,669.367,381.347
C_5377,429.302,2274.171,54.619,-36.468,6.67,-104.253,298.896,113.0387,2237.703,880.58,15.1,-91.087,-36.468,446.161,82.102,2237.703,732.341,2274.171
C_1616,3.084,8.94,0.238,-0.525,2.059,-0.738,0.0,1.0292,15.378,4.387,0.416,-0.763,6.438,2.816,-3.595,15.378,3.29,15.903
C_4983,4.901,10.23,5.191,-2.763,1.285,-8.295,1.562,1.0738,14.105,30.273,0.153,-7.954,3.875,8.577,-65.46,14.105,8.73,16.868
C_3670,40.673,29.209,15.737,-27.089,13.11,-51.835,9.511,87.5055,32.862,144.262,12.465,-42.826,3.653,43.438,-11.26,32.862,80.591,59.951
C_2185,32.225,7.892,0.343,6.494,0.295,4.723,2.688,140.5552,32.229,33.589,0.0,6.151,24.337,5.57,4.313,32.229,5.57,25.735
C_1974,533.421,1115.532,32.788,37.685,361.957,-109.205,139.16,338.327,1260.852,896.738,227.023,4.897,145.32,446.346,-215.818,1260.852,683.597,1223.167
C_3930,168.751,188.839,2.702,12.982,33.868,2.767,95.986,230.7252,282.348,190.007,14.142,10.28,93.509,93.471,-15.969,282.348,112.153,269.366
C_3909,89.378,170.084,15.519,11.497,70.872,-14.327,8.275,42.9627,383.75,146.174,21.784,-4.022,213.666,77.682,-80.668,383.75,119.023,372.253
C_8265,41.377,49.692,1.783,-4.251,13.403,-6.674,18.55,26.2108,65.834,56.021,9.283,-6.034,16.142,27.335,-101.767,65.834,38.051,70.085
C_900,110.081,242.567,10.222,19.834,50.994,-19.541,52.393,136.9283,342.023,229.517,45.36,9.612,99.456,42.199,15.124,342.023,90.266,322.189
C_3338,5015.0,7156.0,1007.0,3388.0,577.0,1203.0,1758.0,9576.8291,10736.0,32521.0,17636.0,2381.0,3580.0,4399.0,-3076.0,10736.0,26038.0,7348.0
C_2684,430.916,996.24,88.584,285.165,0.0,35.447,215.051,1873.8887,1281.405,2670.71,1051.447,196.581,285.165,341.87,-24.027,1281.405,1498.73,996.24
C_3866,131.185,160.29,5.375,23.436,72.822,14.553,46.3,191.568,252.694,184.663,0.0,18.061,92.404,25.018,83.188,252.694,33.088,229.258
C_6343,1.398,17.675,0.38,-11.106,0.296,-12.722,0.107,73.9379,17.78,8.079,0.0,-11.486,0.105,10.318,-288.467,17.78,10.318,28.886
C_6442,18.63,3.688,1.716,-1.561,0.0,-2.927,5.475,146.2865,25.051,35.663,0.0,-3.277,21.363,15.65,-102.619,25.051,15.65,26.612
